GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
LAMB1	10	14	20	0	29	42	4	2	32
LAMB2	472	1378	228	149	532	1175	335	344	279
LAMB3	42	144	59	54	37	70	85	44	36
LAMB4	0	0	7	1	17	0	0	0	0
LAMC1	766	2082	531	259	232	645	199	366	392
LAMC2	45	84	45	125	344	130	20	116	54
LAMC3	24	30	18	6	35	24	47	42	31
LAMP1	28467	74429	27307	20235	11727	19964	16407	30922	33828
LAMP2	13966	32865	13202	9815	5127	10680	9223	14277	14690
LAMP3	358	670	317	302	392	283	180	262	295
LANCL1	2472	4268	1778	1203	2146	2912	1362	2324	2056
LANCL2	1094	2541	1045	736	562	941	651	1093	967
LANCL3	26	106	79	0	16	30	56	67	83
LAP3	6014	21487	7205	5247	3164	7547	5127	8105	7615
LAPTM4A	11178	29609	10210	8295	4919	10131	7783	13534	13269
LAPTM4B	576	1030	534	401	168	92	262	449	491
LAPTM5	160730	424614	154243	107142	59728	118610	113666	166288	189998
LARGE	301	1266	190	124	109	198	169	171	322
LARP1B	976	1949	744	513	673	1229	534	1263	920
LARP1	17163	35127	15800	10957	10836	16276	8763	17108	13496
LARP4B	5497	12260	4869	3802	4438	6653	3385	5495	4942
LARP4	1240	2027	1068	672	1039	1431	665	1316	1108
LARP6	1	0	0	1	0	0	0	0	0
LARP7	6668	14516	5696	5992	4801	6805	3556	8862	6944
LARS2	1155	1663	842	358	448	597	409	717	825
LARS	9104	18724	8126	5087	6426	9397	5469	9091	7218
LAS1L	3867	9363	3365	2118	2113	3358	1951	3697	3200
LASP1	29159	78806	26145	23207	14238	24556	19230	33862	29178
CERS2	11980	33079	11664	6809	4864	8791	8452	14312	11135
CERS3	23	53	19	6	46	32	0	14	32
CERS4	2535	4139	2429	1724	1195	1297	1059	2970	1697
CERS5	2516	6468	2688	2811	3188	3259	1623	3959	2807
CERS6	2760	4255	2285	1403	1080	2134	1563	1745	2095
LAT2	10832	31845	10018	10166	4861	8516	8541	11999	14422
LATS1	2262	3851	2226	784	1749	3006	1197	2119	2017
LATS2	2176	3591	2108	1215	887	3094	1118	2022	3009
LAT	12939	23896	10868	10588	9603	8265	6202	15789	9468
LAX1	1424	2196	1592	1095	1296	1609	864	2245	1575
LAYN	61	68	73	52	2	33	49	58	85
LBH	21353	30934	12972	11888	6729	8167	7692	22295	12412
LBP	0	0	0	0	0	0	0	0	0
LBR	9913	16426	7871	6844	4763	7742	5273	9337	7881
LBX1	0	0	0	0	0	0	0	0	0
LBX2	4	18	22	34	63	27	0	33	7
SKOR1	82	172	91	91	92	75	69	119	103
LCA5L	62	63	52	116	677	329	33	264	101
LCA5	12	35	18	0	11	11	1	45	23
LCAT	161	465	159	115	814	711	92	273	215
LCE1A	0	0	0	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0	0	0	0
LCE2A	0	0	0	0	2	0	0	0	0
LCE2B	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0	0	0	0
LCE6A	0	0	0	0	4	0	0	0	0
LCK	25537	45001	20163	18747	14648	15873	12994	25088	16792
LCLAT1	956	2129	1087	709	1979	1303	465	1314	825
LCMT1	2436	5093	1909	1797	990	1435	1057	2358	2312
LCMT2	296	525	157	156	166	141	85	230	118
LCN10	436	1156	260	343	218	217	143	485	133
LCN12	0	0	2	0	73	42	1	0	4
LCN15	0	0	0	0	0	0	0	0	0
LCN1	0	0	0	0	0	1	0	0	0
LCN2	270	655	268	2085	163	276	180	297	1253
LCN6	0	0	0	0	0	0	0	0	0
LCN8	14	16	2	0	6	5	0	8	0
LCN9	0	0	0	0	0	0	0	0	0
LCNL1	0	18	11	10	118	194	11	14	14
LCORL	275	559	300	121	178	322	245	429	345
LCOR	514	865	669	566	643	1124	306	812	750
LCP1	178589	409435	196831	107952	69928	133797	126327	214956	208377
LCP2	18263	36926	18600	11105	11848	17943	9900	22797	15935
LCTL	1	0	0	0	16	0	0	0	0
LCT	3	0	0	1	3	6	0	0	0
LDB1	4912	11202	4667	2599	7912	10501	2631	4456	4503
LDB2	151	11	36	27	17	34	9	146	91
LDB3	77	99	46	126	363	145	53	83	71
LDHAL6A	235	624	288	99	311	66	162	163	314
LDHAL6B	0	26	0	2	0	0	0	0	0
LDHA	20629	47910	21569	14368	9098	18597	15875	29497	26382
LDHB	48188	102188	38125	37896	15205	17701	24328	43120	36596
LDHC	0	0	4	7	0	90	0	19	0
LDHD	328	1096	161	288	358	219	143	234	200
LDLRAD1	0	0	0	0	0	0	0	0	0
LDLRAD2	8	85	13	25	76	62	18	74	18
LDLRAD3	506	1322	482	293	292	476	446	615	425
LDLRAP1	19546	41586	13499	11018	6202	5937	7602	12673	8433
LDLR	2265	4868	1785	978	2116	2102	1192	2694	2177
LDOC1L	2291	4154	1765	814	963	2181	1006	2091	1766
LDOC1	713	1625	458	691	427	233	359	564	969
LEAP2	2	45	26	0	47	61	11	0	3
LECT1	1	0	0	0	19	0	0	19	0
LECT2	9	0	3	17	36	23	0	10	9
LEF1	19159	36758	12692	12220	7621	8499	8608	12706	8794
LEFTY1	22	191	0	15	17	19	62	97	39
LEFTY2	23	75	15	0	0	0	4	0	2
LEKR1	26	14	54	8	35	32	6	46	17
LELP1	0	0	0	0	0	0	0	0	0
LEMD1	2	0	0	0	0	0	0	0	0
LEMD2	4343	11777	3869	3925	4888	5299	2768	5839	4519
LEMD3	3383	8884	4000	2319	3456	5167	1981	4287	3484
LENEP	0	0	4	0	0	0	0	0	5
LENG1	1029	3590	1158	1132	644	943	597	1004	1203
LENG8	6012	13612	5562	6147	46969	53738	2760	7340	5794
LENG9	269	415	268	243	210	186	135	313	264
LEO1	1233	2244	1085	907	708	881	561	1130	952
P3H1	2101	5213	1870	2002	4663	3933	1292	2436	2323
P3H2	82	183	51	79	51	140	89	79	102
P3H3	145	233	69	91	157	144	32	45	95
LEPROTL1	11289	21215	7949	7280	4392	5060	4207	10747	7482
LEPROT	1056	1658	1004	452	349	1037	663	760	1087
LEPR	485	1014	603	725	308	469	736	659	614
LEP	49	77	52	72	280	111	24	130	46
LETM1	3648	8380	3523	2975	4271	4856	2053	4576	3603
LETM2	126	273	104	226	539	306	96	202	111
LETMD1	3728	9742	3921	3417	3972	4193	2525	4545	4091
LEUTX	0	0	0	0	0	0	0	0	0
LFNG	3833	11417	3719	3423	3554	3751	2002	4345	3172
LGALS12	817	1693	300	687	253	335	388	614	803
LGALS13	7	0	0	8	0	0	0	0	0
LGALS14	5	34	0	8	39	19	14	9	8
LGALS1	21772	64535	17152	17117	9864	13601	16430	26932	25182
LGALS2	9337	27814	6872	3288	2824	4340	2232	6766	2890
LGALS3BP	5704	13540	4239	2914	1628	3110	2346	3533	2786
LGALS3	11415	28127	8715	7665	4592	7660	8554	13259	12873
LGALS4	47	78	38	105	438	219	15	109	29
LGALS7B	3	0	0	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0	0	0	0
LGALS8	4020	6857	3368	1898	2455	4851	2371	2681	3473
LGALS9B	154	204	228	68	32	112	73	352	303
LGALS9C	231	718	371	363	230	319	163	657	710
LGALS9	16067	61641	17507	13638	7535	14133	9163	21066	21461
LGI1	0	0	0	0	0	0	0	0	0
LGI2	50	53	2	14	5	39	18	42	18
LGI3	9	0	0	0	3	0	0	0	0
LGI4	0	12	0	0	65	46	0	7	3
LGMN	1122	2944	1059	1014	670	874	815	1048	809
LGR4	139	162	47	67	83	152	23	186	95
LGR5	0	0	0	0	0	0	0	0	0
LGR6	500	1552	1003	202	1426	1339	214	2110	1553
LGSN	31	25	32	71	329	110	25	37	13
EIF2D	5191	12326	4455	3643	2338	3431	3194	5001	4509
LHB	0	10	15	0	5	4	4	4	5
LHCGR	0	0	6	0	0	0	0	0	0
LHFPL1	10	0	0	28	14	3	0	11	0
LHFPL2	996	2722	756	729	696	1201	509	913	1010
LHFPL3	0	0	0	0	2	10	0	0	0
LHFPL4	0	0	0	0	30	10	0	0	1
LHFPL5	18	61	55	61	120	113	7	49	29
LHFP	68	292	47	72	43	24	26	90	42
LHPP	2248	7393	1567	2021	781	1378	1455	2534	2776
LHX1	0	0	0	0	6	0	1	0	0
LHX2	0	11	0	0	12	1	0	0	0
LHX3	0	0	0	0	15	1	0	0	0
LHX4	4	2	2	1	21	48	0	33	2
LHX5	0	0	0	0	0	0	0	0	0
LHX6	0	0	0	0	3	0	0	0	0
LHX8	0	0	0	0	1	0	0	0	0
LHX9	0	0	0	0	25	3	1	0	0
LIAS	1066	2314	750	752	960	952	595	1054	834
LIFR	0	0	0	0	13	0	6	0	0
LIF	5	10	14	27	18	27	4	16	7
LIG1	2195	4055	1820	1729	2781	2884	1042	2036	1929
LIG3	966	2725	1104	592	887	1169	600	1226	930
LIG4	953	1727	851	436	604	893	456	717	610
LILRA1	4822	14492	5102	2542	1832	5588	3452	5369	5835
LILRA2	9840	30955	7826	8664	4396	7799	7652	12664	13971
LILRA3	5297	21887	2315	3250	2031	4414	6342	282	9897
LILRA4	693	3330	1046	1262	340	1079	543	1467	1047
LILRA5	13015	41026	10702	13327	6278	11435	10833	10435	19546
LILRA6	17313	59222	18343	17317	12954	21349	14207	23822	26890
LILRB1	8329	22099	10098	5674	7948	15892	5128	11081	12547
LILRB3	16123	54885	18292	11316	10930	24247	12937	17431	27758
LILRB4	3307	9944	2395	2266	944	3009	2553	2891	3752
LILRB5	119	86	65	116	271	342	22	75	53
LILRP2	32	47	28	20	19	91	11	13	35
LIM2	87	57	141	55	35	41	67	107	167
LIMA1	1604	1666	1463	773	871	987	822	1562	1305
LIMCH1	68	68	16	12	60	19	39	29	29
LIMD1	2105	3587	2101	1434	3703	4653	1238	2169	1887
LIMD2	37500	101472	28995	27603	26915	30786	20152	39263	31918
LIME1	12122	25986	12697	12750	7230	7852	7608	16684	11703
LIMK1	5236	12394	4693	3317	4198	5237	3038	6873	5837
LIMK2	3415	6338	2580	2291	5330	5917	1664	3470	2685
LIMS3L	3514	6308	2820	1090	943	2000	1724	2702	2139
LIMS2	923	1459	549	536	274	278	380	573	423
LIMS3	277	627	149	214	168	198	140	321	253
LIN28A	30	115	72	119	512	159	27	142	94
LIN28B	0	0	0	0	0	0	0	0	0
LIN37	447	1090	375	497	434	621	263	542	457
LIN52	540	788	409	323	655	389	218	478	328
LIN54	1978	3017	2069	1109	1544	1954	1090	1942	1478
LIN7A	304	587	172	166	97	332	251	295	297
LIN7B	147	636	100	303	297	295	97	252	227
LIN7C	1257	2504	1114	700	1890	2022	557	1546	895
LIN9	268	489	272	199	185	298	146	238	129
LINGO1	0	0	0	0	0	0	0	0	0
LINGO2	22	0	141	112	25	25	90	293	136
LINGO3	242	123	147	131	110	180	59	180	159
LINGO4	15	7	0	0	6	17	8	0	8
LINS1	2167	4885	2379	1252	1813	2749	821	2262	1660
LIPA	18438	24366	17894	7462	3817	9267	7860	20331	13968
LIPC	49	244	108	275	488	162	79	374	200
LIPE	1198	2279	913	972	469	522	581	988	696
LIPF	0	0	0	0	0	0	0	0	0
LIPG	6	21	0	0	21	23	6	0	4
LIPH	46	169	9	11	6	4	9	36	15
LIPI	0	0	0	0	0	0	0	12	0
LIPJ	0	14	0	6	5	6	9	12	0
LIPK	0	0	0	0	9	0	0	0	0
LIPM	0	0	0	0	1	0	0	0	0
LIPN	232	387	244	108	127	296	126	142	225
LIPT1	592	1682	642	208	692	601	269	859	387
LIPT2	255	1060	291	335	135	195	153	193	242
LITAF	31817	69543	31487	31624	16749	31679	19989	48136	39952
LIX1L	3565	6836	3511	3833	2630	3008	1919	4468	3770
LIX1	19	71	32	63	231	99	11	74	26
LLGL1	3516	7136	3594	2267	2676	3560	2154	3462	3269
LLGL2	1196	2173	2016	1265	5052	5723	781	2865	2109
LLPH	4146	10349	4008	2397	2443	3000	2376	6082	5524
LMAN1L	0	0	0	0	18	6	0	0	0
LMAN1	5925	9149	5435	2337	2566	3822	4018	5020	4523
LMAN2L	1201	2275	717	711	569	699	591	1001	775
LMAN2	13024	34473	11600	10953	5524	8121	8465	14541	13513
LMBR1L	2206	5434	1549	1848	3452	3973	1041	2457	1970
LMBR1	2191	4287	1974	1264	1226	2094	1354	2100	1854
LMBRD1	5332	11262	5044	3513	2455	4207	3362	5124	5900
LMBRD2	511	682	382	130	229	487	162	394	384
LMCD1	34	141	38	52	18	33	24	14	52
LMF1	1051	2164	832	870	1402	1186	501	1354	979
LMF2	4231	11985	4093	2769	10678	11220	2810	4678	4128
LMLN	218	482	237	189	744	883	144	218	196
LMNA	2462	10972	2054	2473	1589	1144	2966	1898	2365
LMNB1	4379	9733	2773	2440	1240	3070	2822	3495	4012
LMNB2	3277	8837	2888	2848	1868	2510	1727	3428	2818
LMO1	0	0	0	0	0	5	0	0	0
LMO2	5070	21269	6027	4576	3001	4474	3622	5222	6958
LMO3	0	0	0	0	5	0	0	0	1
LMO4	3437	9463	3636	3172	2172	3614	2424	4924	4481
LMO7	885	1674	644	649	616	761	288	765	415
LMOD1	1	0	0	1	0	5	0	0	4
LMOD2	12	7	28	27	40	26	0	33	52
LMOD3	64	281	137	652	1717	384	51	293	132
LMTK2	1278	2455	1088	296	1032	2171	790	1233	1062
LMTK3	792	1798	545	506	742	527	361	472	395
LMX1A	0	0	0	0	0	0	0	0	0
LMX1B	19	104	33	183	474	188	24	155	84
LNP1	85	119	78	25	32	49	40	101	86
LNPEP	2555	3700	2611	547	1166	2483	1214	2111	1941
LNX1	412	576	417	211	152	251	161	266	212
LNX2	700	1395	811	599	990	889	384	793	618
ZBTB11-AS1	288	735	282	280	473	236	116	304	184
FAM86JP	33	39	12	0	61	47	29	41	7
SLCO4A1-AS1	0	0	0	0	0	0	0	0	0
TMPO-AS1	329	687	282	223	123	202	160	245	244
ACVR2B-AS1	50	93	32	74	200	63	33	23	39
HPN-AS1	39	77	58	149	669	179	51	177	96
SRRM2-AS1	32	273	69	145	530	187	41	282	115
GPR158-AS1	0	0	0	0	1	9	0	0	0
MAPT-AS1	0	0	0	0	0	0	0	0	0
ARRDC3-AS1	203	716	186	230	724	555	88	371	204
LINC01126	27	66	27	32	136	123	20	26	19
URAHP	12	42	0	0	30	22	1	19	0
SNAP47	2667	5276	2128	1841	1104	1737	1214	3307	2463
MAPT-IT1	0	0	0	0	0	0	1	0	0
CCDC166	0	0	0	0	0	0	0	0	0
LINC00552	0	0	0	0	0	0	1	0	0
PARD6G-AS1	2	67	24	0	22	15	3	12	6
AGAP2-AS1	40	52	7	3	93	60	8	7	28
SMIM6	0	0	2	4	1	2	3	0	8
CCDC183-AS1	76	69	94	59	123	186	30	65	32
LINC00893	13	30	21	38	511	830	6	25	34
MZF1-AS1	110	281	104	340	799	275	50	338	105
FAM83A-AS1	2	0	1	0	5	3	0	0	0
NPIPB5	973	2912	941	798	11485	6011	624	855	1403
TEKT4P2	209	1098	38	212	312	270	55	891	275
PAXIP1-AS2	561	1029	357	335	709	624	173	613	386
MRPL23-AS1	6	0	5	10	56	15	4	6	0
LINC01134	59	101	60	141	590	140	32	164	85
UXT-AS1	43	44	11	17	118	7	15	28	29
MAP3K14-AS1	343	705	271	345	348	348	204	301	164
JHDM1D-AS1	911	1466	610	616	698	757	467	741	480
LINC01119	13	46	7	0	4	0	8	0	10
NDUFB2-AS1	78	294	169	171	314	135	48	174	145
CHKB-AS1	91	86	51	0	44	32	5	103	54
TEX36-AS1	0	0	0	0	7	4	0	0	0
LINC00426	352	759	450	495	538	440	263	596	506
DCTN1-AS1	9	10	3	29	40	16	1	8	23
RAMP2-AS1	112	228	112	382	1090	419	64	348	174
ZFHX4-AS1	0	0	0	0	0	0	0	0	0
LINC00704	11	1	3	11	104	39	1	30	1
PCED1B-AS1	7052	17258	6390	6112	4497	4688	3442	8539	5790
BCDIN3D-AS1	52	102	90	128	317	192	48	173	59
ANKRD66	0	0	0	0	0	0	0	0	0
MAN1B1-AS1	729	1967	505	443	1295	747	341	532	554
RASAL2-AS1	16	58	9	33	118	110	13	28	30
LINC00882	33	35	39	62	383	98	20	94	44
SLC25A5-AS1	169	212	87	100	139	85	60	139	124
LINC01257	0	20	0	0	0	0	0	0	0
LINC00284	0	0	0	0	22	0	0	0	0
METTL21EP	24	27	10	44	176	73	22	37	34
LINC00661	9	30	22	52	77	47	16	0	9
LINC00628	0	0	0	0	0	0	0	0	0
CEP83-AS1	16	61	4	18	35	1	13	25	6
A2M-AS1	86	284	67	26	81	109	31	89	22
LINC00934	1	61	12	24	120	26	6	52	18
LINC00410	15	43	13	54	208	66	10	95	12
ZNF280D	2569	5073	2441	1392	1848	2837	1392	2552	2043
LINC00924	50	111	28	109	464	107	28	141	43
SSTR5-AS1	52	128	21	141	113	66	21	218	131
ILF3-AS1	5007	10853	3990	6173	4596	3530	2358	5505	3975
TPM3P9	923	2683	877	803	1104	1824	323	912	604
LINC00906	2	7	0	0	59	11	0	0	1
LINC00662	273	887	250	209	316	365	152	379	348
CHIAP2	19	38	5	0	219	36	3	22	18
LINC00896	4	15	0	0	41	6	0	3	0
LINC01102	0	0	0	0	0	0	0	0	0
RAB6C	14	3	2	17	63	26	6	5	27
LINC00635	0	0	0	0	0	0	0	0	0
LINC00691	15	25	20	45	113	32	9	28	33
SLC25A48	0	0	0	0	0	0	1	0	0
LINC00689	59	42	27	51	128	111	62	69	32
LINC00964	43	187	115	117	207	126	56	129	88
LINC00599	0	0	0	0	12	0	5	0	0
LINC00961	0	0	0	0	0	0	0	0	0
USP27X-AS1	70	158	66	63	46	51	78	148	79
NBPF11	3045	7213	2649	1756	7026	9863	1525	3367	2196
AADACP1	0	0	0	0	0	0	0	0	0
PAXIP1-AS1	942	2724	803	838	1468	1217	435	1077	811
ADCY10P1	59	67	102	120	1470	664	16	184	124
SMIM13	774	1705	536	528	546	654	352	767	707
MIR9-3HG	237	831	202	125	326	234	69	423	209
LINC00879	5	3	2	0	5	3	1	2	1
LINC01018	12	66	20	45	67	56	21	11	18
MIR4697HG	417	791	133	227	549	366	261	193	388
LINC00294	669	1266	600	640	2517	1616	322	1124	782
C1RL-AS1	175	234	123	220	874	745	56	228	140
LINC00592	0	0	0	0	4	0	0	0	0
LINC00926	1311	4380	806	559	6030	8414	573	1218	1053
LINC00922	0	7	0	0	0	0	0	0	0
LINC01566	6	28	8	0	33	51	6	27	2
TMEM235	0	0	0	0	0	0	0	7	0
YWHAEP7	6	0	0	0	10	2	0	9	3
CYP4F35P	70	71	166	48	2860	200	7	92	14
LINC00908	45	58	35	99	205	81	27	146	65
LINC01226	30	96	60	75	343	186	28	72	46
LINC00494	90	794	217	171	292	435	95	91	187
AATBC	694	2443	655	404	2420	2817	421	1071	1023
TTC28-AS1	763	2714	675	721	969	974	441	1015	743
LINC00486	0	0	0	0	2	0	0	0	0
LINC00636	0	0	0	0	5	0	0	0	0
LINC00606	0	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	3	16	0	0	8
LINC00698	0	0	0	0	12	1	0	0	5
LINC01091	51	228	37	147	374	183	14	163	58
RPL34-AS1	13	42	26	74	85	44	18	96	32
LINC01098	0	14	13	14	26	5	0	15	0
LY86-AS1	53	103	59	41	62	72	48	23	49
PACRG-AS1	0	0	0	0	0	0	1	0	0
HLA-F-AS1	143	265	128	226	467	425	141	355	321
INHBA-AS1	6	46	9	29	193	31	1	22	9
SLC26A4-AS1	0	0	11	0	58	23	0	0	0
LINC01591	0	0	0	0	2	0	0	0	0
FIRRE	36	77	69	113	254	131	12	118	50
CPS1-IT1	0	0	0	0	0	0	0	0	0
KRTAP5-AS1	53	13	45	10	102	50	67	19	20
LINC01089	655	1457	664	990	6261	6587	532	955	665
LINC00667	3162	6065	4002	2201	2296	3948	1715	2811	3484
LINC01140	28	27	41	19	24	11	3	45	62
LINC01139	13	0	0	0	5	8	0	0	0
LINC00634	3	0	1	0	2	0	0	0	3
LINC00298	0	28	3	0	33	26	1	0	27
GAS2L1P2	0	0	0	0	23	0	0	1	0
C16orf96	30	112	55	9	40	33	29	31	37
DUBR	37	61	26	1	55	20	10	35	26
LINC00442	0	0	0	0	0	0	0	0	0
ANKRD18DP	0	18	0	0	3	2	0	11	0
FAM86EP	179	240	99	73	59	78	49	147	72
NANOGNB	4	38	14	13	86	20	2	14	9
FAM228B	456	1201	380	351	750	566	295	684	565
AATK-AS1	0	0	0	0	0	0	0	0	0
SMIM1	32	206	17	97	16	14	25	55	122
TMEM247	0	0	0	0	0	0	0	0	0
PROB1	103	397	75	74	84	110	94	127	85
NUPR2	34	16	5	30	8	2	5	16	8
LINC00937	212	592	272	685	4196	2603	213	470	415
PTGES2-AS1	101	435	117	237	484	490	62	162	150
UBAP1L	53	156	38	60	253	282	3	59	37
LINC00909	802	2119	771	574	609	558	410	748	610
LINC01144	99	200	67	28	68	62	30	132	40
GBP1P1	2	9	37	12	18	19	0	7	39
LRRC74B	98	202	73	187	815	265	57	204	132
MIRLET7BHG	91	264	98	316	799	272	71	249	111
MBNL1-AS1	140	178	85	120	275	221	61	188	110
LRRD1	50	66	37	239	447	114	29	76	36
LINC00998	1421	3278	1193	1008	578	707	1045	1228	1108
ATP6V0E2-AS1	209	421	127	238	174	112	62	122	72
ZNF674-AS1	454	733	380	368	850	853	156	512	402
CDIPT-AS1	0	20	0	0	0	0	0	0	0
HNRNPCL2	1	2	1	0	0	0	0	2	4
LINC01124	0	0	0	0	0	0	0	0	0
THUMPD3-AS1	731	1338	630	705	1616	1757	278	804	615
SMIM4	368	933	294	384	135	191	177	392	314
GUSBP5	125	295	24	14	56	77	67	82	102
LINC00602	0	0	0	0	0	0	0	0	0
CTAGE15	0	38	0	0	64	0	0	6	9
ANKRD65	14	80	11	19	12	5	17	13	11
LINC00152	1938	5286	1921	1948	1443	1811	1970	3390	3098
UBA6-AS1	457	845	323	309	550	599	344	575	350
ANGPTL8	0	0	0	0	4	0	0	0	0
PGM5-AS1	0	0	2	6	0	0	0	0	4
BRI3BPP1	36	21	16	38	97	38	11	53	41
C18orf42	0	0	0	0	0	0	0	0	0
SMIM5	114	678	155	101	198	237	68	206	238
CCDC168	0	0	0	0	21	2	0	7	25
SCGB1B2P	18	39	11	0	13	6	5	11	17
LINC01128	624	1007	485	265	471	366	321	571	449
SMIM10	52	272	19	10	21	33	34	52	51
LINC00461	0	0	2	0	59	0	0	0	0
FAM86C2P	83	186	50	24	21	58	55	19	64
C3orf84	0	0	0	0	0	0	0	0	0
LYPD8	0	0	0	0	4	4	0	0	0
FAM227A	219	417	159	377	1321	419	95	322	261
LINC00598	37	73	45	87	415	151	34	47	79
EMBP1	708	640	698	316	381	257	352	574	646
GMNC	0	0	0	0	0	0	0	0	0
LINC00657	24031	50746	23449	14373	14381	24714	12907	19869	20567
HNRNPCL3	17	96	18	4	0	7	1	20	8
PAX8-AS1	616	1799	646	43	18	477	483	1246	1032
CD27-AS1	459	1495	546	619	1542	956	356	771	640
LHFPL3-AS2	12	11	0	9	13	8	6	7	6
CASC8	0	0	0	0	23	0	0	0	0
NUTM2A-AS1	1681	2636	1561	1672	3714	2760	1292	1561	1654
PCAT18	35	69	62	161	352	144	14	116	56
C1GALT1C1L	0	0	0	0	0	0	4	0	0
RPEL1	0	0	0	0	1	1	0	0	0
RGPD4-AS1	21	19	11	13	51	24	3	17	12
GTF2IRD1P1	5	18	0	0	7	2	9	0	27
LINC00847	1298	1552	1643	718	973	693	1277	2325	825
BORCS8-MEF2B	362	1453	480	250	830	949	196	771	437
BORCS8	1364	3724	1058	1063	1091	1251	929	1220	1329
MYT1L-AS1	0	0	0	0	0	0	0	0	0
LINC01300	2	0	0	0	8	10	0	0	0
LINC00917	0	0	0	0	0	0	0	0	0
CEBPA-AS1	329	550	200	246	82	136	211	168	179
AFAP1-AS1	33	67	37	64	101	61	27	52	46
LINC00839	10	6	4	13	38	11	5	2	15
LINC01101	0	0	0	0	0	0	0	0	0
JMJD1C-AS1	5	9	3	0	0	6	2	8	4
AOC4P	12	65	19	32	111	39	18	31	7
RAPGEF4-AS1	0	0	0	0	0	0	0	0	0
GUSBP11	393	1081	460	304	6488	5934	213	708	467
LINC00923	73	234	119	163	180	286	63	155	53
LINC01278	1319	2853	1349	788	949	1250	913	1694	1270
MAFG-AS1	33	40	24	25	117	58	30	32	42
MGAM2	0	0	0	0	0	0	0	19	0
BORCS5	454	1020	272	171	269	439	344	281	359
LOH12CR2	127	141	61	146	561	144	28	131	93
LONP1	4487	11300	3768	3251	3923	4953	2512	4266	3630
LONP2	2972	5914	2719	1343	2531	3595	1836	3080	2568
LONRF1	360	1088	407	275	703	708	388	425	496
LONRF2	42	49	47	143	404	165	36	108	57
LONRF3	140	177	195	56	135	265	69	101	226
LOR	0	0	0	0	4	1	0	0	0
LOXHD1	156	481	193	74	188	39	175	76	15
LOXL1	87	230	75	80	82	56	68	121	81
LOXL2	181	252	195	104	205	103	124	253	124
LOXL3	722	2854	561	503	699	1491	455	1392	921
LOXL4	13	40	14	0	16	100	16	21	25
LOX	11	43	5	0	43	28	8	62	0
LPAL2	46	60	83	66	424	269	6	135	104
LPAR1	417	1096	207	140	222	146	581	276	283
LPAR2	1519	4838	1696	2005	6652	6805	1071	2648	1952
LPAR3	25	16	6	0	16	0	8	11	0
LPAR4	95	31	64	264	749	101	99	201	140
LPAR5	594	1311	631	237	213	373	244	408	316
LPAR6	4206	7432	3517	2630	2496	4003	2363	4316	3975
LPA	2	0	0	0	10	5	0	0	0
LPCAT1	10389	21440	13554	6679	11012	17331	6897	14918	14206
LPCAT2	2918	8705	3625	2610	1965	4276	2689	4637	4681
LPCAT3	2888	7243	2894	2258	1821	2835	1658	2524	2530
LPCAT4	1515	4118	1527	1347	2199	2590	955	1874	1486
LPGAT1	8435	20998	8756	5997	5282	9566	5917	9237	9788
ADGRL1	1725	4982	1890	1727	2580	3242	845	2404	1505
ADGRL2	0	0	0	0	0	0	2	0	0
ADGRL3	0	0	0	1	4	0	0	0	0
LPIN1	3292	7683	3170	2620	6215	5030	1496	4537	2877
LPIN2	9742	18982	7819	5416	5574	9379	3980	7248	7055
LPIN3	22	93	35	96	383	132	7	101	73
LPL	162	111	153	39	188	53	66	84	1463
LPO	32	55	7	4	139	62	17	24	23
PLPPR1	0	0	0	0	12	0	0	0	0
PLPPR2	2884	13339	2841	2766	2854	4851	2969	3555	4090
PLPPR3	9	21	0	10	18	45	6	0	14
PLPPR4	0	0	27	0	0	16	3	0	9
PLPPR5	0	0	0	0	0	0	0	0	0
LPP	967	2090	906	1278	1861	1895	839	1750	1352
LPXN	8108	17205	7206	4308	4290	5984	4931	7801	6619
FLVCR1-AS1	39	696	211	377	281	26	167	41	165
LRAT	144	252	77	649	2438	317	66	601	166
LRBA	6860	11278	6623	3164	2912	5153	3527	6515	5544
LRCH1	1485	3072	1489	844	1590	2258	796	1550	1275
LRCH2	0	0	0	0	0	0	0	0	0
LRCH3	1289	2849	1432	632	1003	1647	721	1114	930
LRCH4	14135	45956	12155	14236	21486	25874	8542	15525	12759
PIDD1	738	2470	851	1218	3326	3714	453	925	1129
LRFN1	1234	2483	954	1163	621	766	453	1438	826
